id,customer_id,label,street,postal_code,city,country,delivery_instructions,is_default
80,52,Store,Kungsgatan 86,981 31,Kiruna,SE,Leave with neighbour shop if closed,true
81,53,Store,Storgatan 98,111 20,Stockholm,SE,Call 30 min before arrival,true
82,54,Store,Kungsgatan 21,831 30,Östersund,SE,No deliveries before 9:00,true
83,55,Store,Storgatan 2,852 30,Sundsvall,SE,,true
84,56,Store,Storgatan 120,411 04,Göteborg,SE,,true
85,57,Store,Industrivägen 53,837 52,Åre,SE,,true
86,57,Central warehouse,Drottninggatan 41,903 26,Umeå,SE,"Loading bay at the back, open 7-15",false
87,58,Store,Skoleveien 53,4610,Kristiansand,NO,Pallets only via goods entrance,true
88,58,Central warehouse,Industriveien 108,6002,Ålesund,NO,Pallets only via goods entrance,false
89,59,Store,Norra Esplanaden 32,111 20,Stockholm,SE,Leave with neighbour shop if closed,true
90,60,Store,Norra Esplanaden 76,411 04,Göteborg,SE,Leave with neighbour shop if closed,true
91,61,Store,Kirkegata 27,2317,Hamar,NO,,true
92,62,Store,Norra Esplanaden 118,753 10,Uppsala,SE,"Loading bay at the back, open 7-15",true
93,62,Central warehouse,Skolgatan 58,803 20,Gävle,SE,,false
94,63,Store,Storgatan 76,582 22,Linköping,SE,"Loading bay at the back, open 7-15",true
95,63,Second store,Norra Esplanaden 45,852 30,Sundsvall,SE,"Loading bay at the back, open 7-15",false
96,64,Store,Industriveien 66,0150,Oslo,NO,,true
97,65,Store,Kungsgatan 52,411 04,Göteborg,SE,Leave with neighbour shop if closed,true
98,66,Store,Fjellveien 120,2317,Hamar,NO,Pallets only via goods entrance,true
99,67,Store,Industriveien 116,9008,Tromsø,NO,"Loading bay at the back, open 7-15",true
100,68,Store,Fjellveien 23,2609,Lillehammer,NO,,true
101,69,Store,Drottninggatan 33,837 52,Åre,SE,Call 30 min before arrival,true
102,70,Store,Fjällvägen 82,753 10,Uppsala,SE,"Loading bay at the back, open 7-15",true
103,70,Second store,Kungsgatan 23,652 24,Karlstad,SE,Leave with neighbour shop if closed,false
104,71,Store,Storgata 50,0150,Oslo,NO,No deliveries before 9:00,true
105,72,Store,Strandveien 118,4006,Stavanger,NO,,true
106,73,Store,Strandveien 101,2609,Lillehammer,NO,Leave with neighbour shop if closed,true
107,73,Central warehouse,Fjellveien 59,4610,Kristiansand,NO,Pallets only via goods entrance,false
108,73,Second store,Havnegata 19,9008,Tromsø,NO,Pallets only via goods entrance,false
109,74,Store,Industriveien 47,8006,Bodø,NO,,true
110,75,Store,Industrivägen 76,972 31,Luleå,SE,Pallets only via goods entrance,true
111,76,Store,Fjellveien 21,4006,Stavanger,NO,Leave with neighbour shop if closed,true
112,77,Store,Fjällvägen 63,652 24,Karlstad,SE,Leave with neighbour shop if closed,true
113,77,Central warehouse,Skolgatan 71,211 20,Malmö,SE,No deliveries before 9:00,false
114,78,Store,Drottninggatan 22,972 31,Luleå,SE,No deliveries before 9:00,true
115,78,Central warehouse,Industrivägen 19,111 20,Stockholm,SE,No deliveries before 9:00,false
116,79,Store,Industrivägen 76,791 71,Falun,SE,"Loading bay at the back, open 7-15",true
117,80,Store,Industriveien 76,9008,Tromsø,NO,Leave with neighbour shop if closed,true
118,80,Central warehouse,Torggata 3,7010,Trondheim,NO,"Loading bay at the back, open 7-15",false
119,81,Store,Järnvägsgatan 50,582 22,Linköping,SE,"Loading bay at the back, open 7-15",true
120,81,Second store,Järnvägsgatan 58,582 22,Linköping,SE,No deliveries before 9:00,false
121,82,Store,Torggata 71,4610,Kristiansand,NO,,true
122,83,Store,Kirkegata 41,5003,Bergen,NO,,true
123,84,Store,Storgata 8,3015,Drammen,NO,Pallets only via goods entrance,true
124,85,Store,Industrivägen 107,831 30,Östersund,SE,"Loading bay at the back, open 7-15",true
125,86,Store,Hamngatan 66,852 30,Sundsvall,SE,,true
126,87,Store,Industriveien 91,4610,Kristiansand,NO,,true
127,88,Store,Fjällvägen 7,753 10,Uppsala,SE,Call 30 min before arrival,true
128,89,Store,Torggata 44,5003,Bergen,NO,,true
129,90,Store,Hamngatan 119,111 20,Stockholm,SE,No deliveries before 9:00,true
130,90,Central warehouse,Drottninggatan 20,803 20,Gävle,SE,Leave with neighbour shop if closed,false
131,91,Store,Hovedgaden 34,6700,Esbjerg,DK,"Loading bay at the back, open 7-15",true
132,91,Central warehouse,Nørregade 113,1050,Copenhagen,DK,,false
133,92,Store,Skolgatan 110,837 52,Åre,SE,No deliveries before 9:00,true
134,93,Store,Vestergade 28,9000,Aalborg,DK,Leave with neighbour shop if closed,true
135,94,Store,Industrivej 61,6000,Kolding,DK,Leave with neighbour shop if closed,true
136,95,Store,Vestergade 73,1050,Copenhagen,DK,No deliveries before 9:00,true
137,95,Central warehouse,Hovedgaden 100,1050,Copenhagen,DK,Leave with neighbour shop if closed,false
138,96,Store,Nørregade 35,1050,Copenhagen,DK,Leave with neighbour shop if closed,true
139,97,Store,Skolgatan 81,753 10,Uppsala,SE,"Loading bay at the back, open 7-15",true
140,97,Second store,Drottninggatan 83,852 30,Sundsvall,SE,Leave with neighbour shop if closed,false
141,98,Store,Skolevej 23,5000,Odense,DK,"Loading bay at the back, open 7-15",true
142,99,Store,Havnevej 98,5000,Odense,DK,Call 30 min before arrival,true
143,100,Store,Vestergade 52,1050,Copenhagen,DK,,true
144,100,Central warehouse,Industrivej 69,6700,Esbjerg,DK,Call 30 min before arrival,false
145,101,Store,Nørregade 8,8000,Aarhus,DK,Leave with neighbour shop if closed,true
146,101,Second store,Industrivej 84,5000,Odense,DK,,false
147,102,Store,Järnvägsgatan 31,111 20,Stockholm,SE,,true
148,103,Store,Skolgatan 79,903 26,Umeå,SE,Leave with neighbour shop if closed,true
149,104,Store,Järnvägsgatan 62,702 11,Örebro,SE,Pallets only via goods entrance,true
150,105,Store,Havnevej 57,4000,Roskilde,DK,Call 30 min before arrival,true
151,106,Store,Norra Esplanaden 36,981 31,Kiruna,SE,Pallets only via goods entrance,true
152,107,Store,Skolevej 27,6700,Esbjerg,DK,,true
153,107,Central warehouse,Industrivej 1,6000,Kolding,DK,,false
154,107,Second store,Nørregade 35,9000,Aalborg,DK,,false
155,108,Store,Industrivägen 76,791 71,Falun,SE,"Loading bay at the back, open 7-15",true
156,109,Store,Industrivej 112,5000,Odense,DK,Pallets only via goods entrance,true
157,109,Central warehouse,Vestergade 48,6700,Esbjerg,DK,,false
158,109,Second store,Industrivej 65,6700,Esbjerg,DK,Leave with neighbour shop if closed,false
159,110,Store,Østergade 111,8000,Aarhus,DK,Leave with neighbour shop if closed,true
160,111,Store,Fjällvägen 72,652 24,Karlstad,SE,Leave with neighbour shop if closed,true
161,112,Store,Storgatan 22,652 24,Karlstad,SE,Leave with neighbour shop if closed,true
162,112,Central warehouse,Fjällvägen 100,702 11,Örebro,SE,No deliveries before 9:00,false
163,113,Store,Järnvägsgatan 49,852 30,Sundsvall,SE,Leave with neighbour shop if closed,true
164,114,Store,Skolgatan 114,791 71,Falun,SE,,true
165,115,Store,Järnvägsgatan 45,831 30,Östersund,SE,,true
166,116,Store,Østergade 103,6700,Esbjerg,DK,,true
167,117,Store,Nørregade 81,9000,Aalborg,DK,Leave with neighbour shop if closed,true
168,117,Central warehouse,Nørregade 117,9000,Aalborg,DK,Call 30 min before arrival,false
169,118,Store,Skolevej 52,5000,Odense,DK,,true
170,119,Store,Nørregade 64,8000,Aarhus,DK,Call 30 min before arrival,true
171,119,Central warehouse,Skolevej 63,8000,Aarhus,DK,,false
172,120,Store,Norra Esplanaden 21,111 20,Stockholm,SE,Leave with neighbour shop if closed,true
173,121,Store,Järnvägsgatan 120,803 20,Gävle,SE,No deliveries before 9:00,true
174,121,Central warehouse,Järnvägsgatan 88,837 52,Åre,SE,Pallets only via goods entrance,false
175,121,Second store,Storgatan 98,753 10,Uppsala,SE,No deliveries before 9:00,false
176,122,Store,Norra Esplanaden 93,753 10,Uppsala,SE,,true
177,122,Central warehouse,Skolgatan 22,837 52,Åre,SE,Leave with neighbour shop if closed,false
178,123,Store,Skolgatan 30,652 24,Karlstad,SE,No deliveries before 9:00,true
179,124,Store,Skolevej 75,9000,Aalborg,DK,Pallets only via goods entrance,true
180,125,Store,Industriveien 76,3015,Drammen,NO,,true
181,125,Central warehouse,Kirkegata 69,7010,Trondheim,NO,,false
182,126,Store,Torggata 2,2317,Hamar,NO,Call 30 min before arrival,true
183,127,Store,Storgata 97,8006,Bodø,NO,No deliveries before 9:00,true
184,128,Store,Torggata 43,3015,Drammen,NO,Pallets only via goods entrance,true
185,129,Store,Torggata 86,4610,Kristiansand,NO,,true
186,130,Store,Kirkegata 70,8006,Bodø,NO,Leave with neighbour shop if closed,true
187,130,Central warehouse,Kirkegata 99,0150,Oslo,NO,"Loading bay at the back, open 7-15",false
188,131,Store,Kirkegata 32,8006,Bodø,NO,Leave with neighbour shop if closed,true
189,132,Store,Storgata 29,4006,Stavanger,NO,,true
190,133,Store,Skoleveien 89,9008,Tromsø,NO,Call 30 min before arrival,true
191,134,Store,Storgata 38,2609,Lillehammer,NO,,true
192,134,Second store,Industriveien 98,8006,Bodø,NO,Pallets only via goods entrance,false
193,135,Store,Havnegata 118,4006,Stavanger,NO,"Loading bay at the back, open 7-15",true
194,136,Store,Torggata 116,0150,Oslo,NO,,true
195,137,Store,Storgata 80,9008,Tromsø,NO,No deliveries before 9:00,true
196,138,Store,Torggata 59,2317,Hamar,NO,,true
197,139,Store,Fjellveien 99,6002,Ålesund,NO,,true
198,140,Store,Skoleveien 2,8006,Bodø,NO,,true
199,140,Central warehouse,Storgata 105,8006,Bodø,NO,No deliveries before 9:00,false
200,141,Store,Fjellveien 60,2317,Hamar,NO,Pallets only via goods entrance,true
201,142,Store,Strandveien 15,9008,Tromsø,NO,Leave with neighbour shop if closed,true
202,143,Store,Strandveien 72,2317,Hamar,NO,Leave with neighbour shop if closed,true
203,144,Store,Fjellveien 89,5003,Bergen,NO,,true
204,144,Central warehouse,Kirkegata 108,8006,Bodø,NO,Leave with neighbour shop if closed,false
205,145,Store,Storgata 28,3015,Drammen,NO,Call 30 min before arrival,true
206,145,Central warehouse,Kirkegata 65,4610,Kristiansand,NO,,false
207,146,Store,Torggata 42,2317,Hamar,NO,"Loading bay at the back, open 7-15",true
208,147,Store,Mannerheimintie 66,00100,Helsinki,FI,,true
209,148,Store,Asemakatu 13,90100,Oulu,FI,"Loading bay at the back, open 7-15",true
210,148,Central warehouse,Teollisuustie 87,13100,Hämeenlinna,FI,,false
211,148,Second store,Torikatu 47,70100,Kuopio,FI,Leave with neighbour shop if closed,false
212,149,Store,Torikatu 64,60100,Seinäjoki,FI,"Loading bay at the back, open 7-15",true
213,149,Second store,Yliopistonkatu 41,90100,Oulu,FI,No deliveries before 9:00,false
214,150,Store,Torikatu 8,99100,Kittilä,FI,Call 30 min before arrival,true
215,150,Second store,Teollisuustie 47,65100,Vaasa,FI,,false
216,151,Store,Rantatie 100,93600,Kuusamo,FI,Call 30 min before arrival,true
217,151,Second store,Keskuskatu 70,15100,Lahti,FI,,false
218,152,Store,Rantatie 93,99100,Kittilä,FI,No deliveries before 9:00,true
219,152,Second store,Hämeenkatu 29,93600,Kuusamo,FI,,false
220,153,Store,Kauppakatu 48,60100,Seinäjoki,FI,Pallets only via goods entrance,true
221,153,Central warehouse,Yliopistonkatu 87,93600,Kuusamo,FI,Pallets only via goods entrance,false
222,154,Store,Teollisuustie 105,00100,Helsinki,FI,Pallets only via goods entrance,true
223,155,Store,Rantatie 30,99100,Kittilä,FI,Pallets only via goods entrance,true
224,156,Store,Asemakatu 27,65100,Vaasa,FI,"Loading bay at the back, open 7-15",true
225,156,Second store,Keskuskatu 77,65100,Vaasa,FI,"Loading bay at the back, open 7-15",false
226,157,Store,Rantatie 73,40100,Jyväskylä,FI,,true
227,158,Store,Rantatie 43,15100,Lahti,FI,No deliveries before 9:00,true
228,159,Store,Mannerheimintie 39,02100,Espoo,FI,Pallets only via goods entrance,true
229,160,Store,Mannerheimintie 76,70100,Kuopio,FI,Call 30 min before arrival,true
230,160,Central warehouse,Hämeenkatu 85,99100,Kittilä,FI,Leave with neighbour shop if closed,false
231,161,Store,Puistokatu 84,99100,Kittilä,FI,,true
232,162,Store,Kauppakatu 106,13100,Hämeenlinna,FI,Call 30 min before arrival,true
233,163,Store,Teollisuustie 40,96100,Rovaniemi,FI,,true
234,163,Second store,Kauppakatu 40,13100,Hämeenlinna,FI,"Loading bay at the back, open 7-15",false
235,164,Store,Yliopistonkatu 18,90100,Oulu,FI,No deliveries before 9:00,true
236,164,Central warehouse,Teollisuustie 34,00100,Helsinki,FI,,false
237,165,Store,Keskuskatu 54,40100,Jyväskylä,FI,No deliveries before 9:00,true
238,166,Store,Torikatu 94,99100,Kittilä,FI,No deliveries before 9:00,true
239,167,Store,Teollisuustie 68,33100,Tampere,FI,"Loading bay at the back, open 7-15",true
240,168,Store,Puistokatu 40,99100,Kittilä,FI,Call 30 min before arrival,true
241,169,Store,Mannerheimintie 71,99100,Kittilä,FI,,true
242,170,Store,Asemakatu 70,67100,Kokkola,FI,No deliveries before 9:00,true
243,170,Second store,Keskuskatu 30,60100,Seinäjoki,FI,No deliveries before 9:00,false
244,171,Store,Asemakatu 99,99100,Kittilä,FI,,true
245,171,Central warehouse,Keskuskatu 42,67100,Kokkola,FI,"Loading bay at the back, open 7-15",false
246,172,Store,Rantatie 18,60100,Seinäjoki,FI,Leave with neighbour shop if closed,true
247,173,Store,Yliopistonkatu 105,99100,Kittilä,FI,No deliveries before 9:00,true
248,174,Store,Industrivej 102,1050,Copenhagen,DK,,true
249,174,Central warehouse,Industrivej 82,6000,Kolding,DK,Call 30 min before arrival,false
250,175,Store,Industrivej 29,8000,Aarhus,DK,Pallets only via goods entrance,true
251,176,Store,Vestergade 102,8000,Aarhus,DK,,true
252,177,Store,Skolevej 5,5000,Odense,DK,Leave with neighbour shop if closed,true
253,177,Central warehouse,Østergade 52,8000,Aarhus,DK,Pallets only via goods entrance,false
254,178,Store,Havnevej 115,6700,Esbjerg,DK,No deliveries before 9:00,true
255,179,Store,Vestergade 64,6000,Kolding,DK,,true
256,180,Store,Vestergade 2,5000,Odense,DK,Leave with neighbour shop if closed,true
257,180,Central warehouse,Havnevej 29,4000,Roskilde,DK,Leave with neighbour shop if closed,false
258,181,Store,Havnevej 84,1050,Copenhagen,DK,No deliveries before 9:00,true
259,182,Store,Vestergade 22,9000,Aalborg,DK,,true
260,182,Central warehouse,Vestergade 46,9000,Aalborg,DK,,false
261,183,Store,Nørregade 3,6000,Kolding,DK,Call 30 min before arrival,true
262,184,Store,Vestergade 63,4000,Roskilde,DK,Pallets only via goods entrance,true
263,184,Central warehouse,Østergade 27,8000,Aarhus,DK,,false
264,185,Store,Hovedgaden 33,6700,Esbjerg,DK,Call 30 min before arrival,true
265,186,Store,Havnevej 92,6000,Kolding,DK,No deliveries before 9:00,true
266,186,Central warehouse,Østergade 90,8000,Aarhus,DK,Call 30 min before arrival,false
267,187,Store,Nørregade 47,8000,Aarhus,DK,Leave with neighbour shop if closed,true
268,187,Central warehouse,Østergade 41,8000,Aarhus,DK,Call 30 min before arrival,false
269,188,Store,Nørregade 42,9000,Aalborg,DK,"Loading bay at the back, open 7-15",true
270,189,Store,Industrivägen 2,791 71,Falun,SE,Pallets only via goods entrance,true
271,190,Store,Norra Esplanaden 73,582 22,Linköping,SE,,true
272,190,Second store,Industrivägen 5,837 52,Åre,SE,Pallets only via goods entrance,false
273,191,Store,Järnvägsgatan 8,702 11,Örebro,SE,No deliveries before 9:00,true
274,192,Store,Kungsgatan 29,972 31,Luleå,SE,No deliveries before 9:00,true
275,192,Central warehouse,Skolgatan 71,211 20,Malmö,SE,"Loading bay at the back, open 7-15",false
276,193,Store,Storgatan 33,111 20,Stockholm,SE,Call 30 min before arrival,true
277,193,Second store,Kungsgatan 19,981 31,Kiruna,SE,No deliveries before 9:00,false
278,194,Store,Skolgatan 95,972 31,Luleå,SE,No deliveries before 9:00,true
279,194,Central warehouse,Skolgatan 26,702 11,Örebro,SE,Leave with neighbour shop if closed,false
280,195,Store,Storgatan 7,852 30,Sundsvall,SE,Call 30 min before arrival,true
281,195,Central warehouse,Industrivägen 96,837 52,Åre,SE,,false
282,196,Store,Skolgatan 95,972 31,Luleå,SE,,true
283,196,Second store,Järnvägsgatan 49,211 20,Malmö,SE,,false
284,197,Store,Industrivägen 26,831 30,Östersund,SE,,true
285,197,Second store,Skolgatan 76,652 24,Karlstad,SE,Leave with neighbour shop if closed,false
286,198,Store,Skolgatan 103,791 71,Falun,SE,Pallets only via goods entrance,true
287,198,Central warehouse,Järnvägsgatan 109,903 26,Umeå,SE,,false
288,199,Store,Norra Esplanaden 115,791 71,Falun,SE,,true
289,199,Central warehouse,Norra Esplanaden 113,211 20,Malmö,SE,,false
290,200,Store,Industrivägen 18,803 20,Gävle,SE,No deliveries before 9:00,true
291,201,Store,Kungsgatan 74,111 20,Stockholm,SE,"Loading bay at the back, open 7-15",true
292,201,Central warehouse,Storgatan 42,981 31,Kiruna,SE,"Loading bay at the back, open 7-15",false
293,202,Store,Drottninggatan 85,411 04,Göteborg,SE,Pallets only via goods entrance,true
294,202,Second store,Storgatan 74,411 04,Göteborg,SE,,false
295,203,Store,Skolgatan 94,831 30,Östersund,SE,,true
296,204,Store,Skolgatan 85,972 31,Luleå,SE,,true
297,204,Central warehouse,Hamngatan 62,702 11,Örebro,SE,,false
298,205,Store,Kungsgatan 119,753 10,Uppsala,SE,Pallets only via goods entrance,true
299,206,Store,Industrivägen 119,831 30,Östersund,SE,Call 30 min before arrival,true
300,207,Store,Norra Esplanaden 60,791 71,Falun,SE,Leave with neighbour shop if closed,true
301,208,Store,Puistokatu 76,00100,Helsinki,FI,Call 30 min before arrival,true
302,208,Second store,Teollisuustie 66,65100,Vaasa,FI,,false
303,209,Store,Yliopistonkatu 77,33100,Tampere,FI,Leave with neighbour shop if closed,true
304,209,Second store,Torikatu 78,15100,Lahti,FI,Call 30 min before arrival,false
305,210,Store,Keskuskatu 23,33100,Tampere,FI,No deliveries before 9:00,true
306,210,Central warehouse,Teollisuustie 54,90100,Oulu,FI,,false
307,210,Second store,Kauppakatu 34,67100,Kokkola,FI,Pallets only via goods entrance,false
308,211,Store,Yliopistonkatu 95,13100,Hämeenlinna,FI,"Loading bay at the back, open 7-15",true
309,212,Store,Torikatu 14,90100,Oulu,FI,"Loading bay at the back, open 7-15",true
310,212,Central warehouse,Kauppakatu 94,13100,Hämeenlinna,FI,Leave with neighbour shop if closed,false
311,213,Store,Puistokatu 44,80100,Joensuu,FI,Leave with neighbour shop if closed,true
312,214,Store,Rantatie 37,40100,Jyväskylä,FI,Leave with neighbour shop if closed,true
313,215,Store,Rantatie 21,80100,Joensuu,FI,"Loading bay at the back, open 7-15",true
314,215,Second store,Yliopistonkatu 71,96100,Rovaniemi,FI,Leave with neighbour shop if closed,false
315,216,Store,Torikatu 13,80100,Joensuu,FI,No deliveries before 9:00,true
316,216,Central warehouse,Teollisuustie 54,15100,Lahti,FI,Leave with neighbour shop if closed,false
317,217,Store,Puistokatu 72,60100,Seinäjoki,FI,,true
318,218,Store,Puistokatu 36,80100,Joensuu,FI,Pallets only via goods entrance,true
319,218,Central warehouse,Keskuskatu 7,13100,Hämeenlinna,FI,No deliveries before 9:00,false
320,218,Second store,Torikatu 55,13100,Hämeenlinna,FI,"Loading bay at the back, open 7-15",false
321,219,Store,Teollisuustie 56,99100,Kittilä,FI,No deliveries before 9:00,true
322,220,Store,Storgatan 118,831 30,Östersund,SE,No deliveries before 9:00,true
323,221,Store,Rantatie 24,90100,Oulu,FI,Leave with neighbour shop if closed,true
324,221,Second store,Asemakatu 99,93600,Kuusamo,FI,Leave with neighbour shop if closed,false
325,222,Store,Bergweg 105,10115,Berlin,DE,No deliveries before 9:00,true
326,222,Second store,Bahnhofstraße 28,80331,Munich,DE,Pallets only via goods entrance,false
327,223,Store,Fjellveien 69,3015,Drammen,NO,,true
328,224,Store,Østergade 3,8000,Aarhus,DK,Leave with neighbour shop if closed,true
329,224,Second store,Nørregade 108,4000,Roskilde,DK,"Loading bay at the back, open 7-15",false
330,225,Store,Am Markt 88,10115,Berlin,DE,"Loading bay at the back, open 7-15",true
331,226,Store,Rantatie 45,90100,Oulu,FI,Pallets only via goods entrance,true
332,227,Store,Mannerheimintie 87,40100,Jyväskylä,FI,Leave with neighbour shop if closed,true
333,227,Second store,Torikatu 3,02100,Espoo,FI,,false
334,228,Store,Järnvägsgatan 2,803 20,Gävle,SE,,true
335,228,Second store,Hamngatan 120,582 22,Linköping,SE,,false
336,229,Store,Storgata 69,2609,Lillehammer,NO,,true
337,229,Central warehouse,Kirkegata 82,4610,Kristiansand,NO,,false
338,230,Store,Skoleveien 43,2317,Hamar,NO,"Loading bay at the back, open 7-15",true
339,231,Store,Fjällvägen 58,791 71,Falun,SE,No deliveries before 9:00,true
340,232,Store,Kauppakatu 43,60100,Seinäjoki,FI,Call 30 min before arrival,true
341,233,Store,Kirkegata 76,4006,Stavanger,NO,,true
342,234,Store,Hauptstraße 9,20095,Hamburg,DE,Leave with neighbour shop if closed,true
343,235,Store,Fjällvägen 10,652 24,Karlstad,SE,Leave with neighbour shop if closed,true
344,236,Store,Torggata 112,9008,Tromsø,NO,No deliveries before 9:00,true
