id,return_id,claim_line_id,product_id,quantity,condition,disposition
242,163,471,481,20,RESALABLE,RESTOCK
243,164,474,2946,3,DEFECTIVE,RETURN_TO_SUPPLIER
244,165,475,179,1,DEFECTIVE,RETURN_TO_SUPPLIER
245,165,476,2651,10,DEFECTIVE,RETURN_TO_SUPPLIER
246,166,477,2272,36,DEFECTIVE,RETURN_TO_SUPPLIER
247,166,478,458,12,DEFECTIVE,RETURN_TO_SUPPLIER
248,167,479,3114,4,DAMAGED,SCRAP
249,168,480,2871,3,DAMAGED,SCRAP
250,168,481,1633,3,DAMAGED,SCRAP
251,169,483,843,1,DAMAGED,SCRAP
252,169,484,1065,36,DAMAGED,SCRAP
253,170,490,3164,18,DAMAGED,SCRAP
254,171,500,2860,4,DAMAGED,SCRAP
255,172,501,2251,2,RESALABLE,RESTOCK
256,173,505,1362,12,DAMAGED,SCRAP
257,173,506,1199,24,DAMAGED,SCRAP
258,174,511,2464,6,RESALABLE,RESTOCK
259,175,519,2975,9,,
260,176,520,2434,2,RESALABLE,RESTOCK
261,177,521,830,2,DAMAGED,SCRAP
262,177,522,906,10,DAMAGED,SCRAP
263,178,527,2890,1,DAMAGED,SCRAP
264,178,528,2338,6,DAMAGED,SCRAP
265,179,530,513,2,DAMAGED,SCRAP
266,179,531,1211,1,DAMAGED,SCRAP
267,180,532,1612,1,DEFECTIVE,RETURN_TO_SUPPLIER
268,181,533,944,1,RESALABLE,RESTOCK
269,182,534,271,5,RESALABLE,RESTOCK
270,182,535,2642,12,RESALABLE,RESTOCK
271,183,536,381,3,RESALABLE,RESTOCK
272,184,537,286,6,RESALABLE,RESTOCK
273,185,538,719,24,DAMAGED,SCRAP
274,185,539,503,3,DAMAGED,SCRAP
275,186,543,244,2,RESALABLE,RESTOCK
276,187,547,2944,12,DAMAGED,SCRAP
277,187,548,2645,10,DAMAGED,SCRAP
278,188,549,2946,2,DAMAGED,SCRAP
279,188,550,3134,6,RESALABLE,RESTOCK
280,189,552,771,24,DAMAGED,SCRAP
281,190,557,3157,1,DAMAGED,SCRAP
282,191,559,1368,2,RESALABLE,RESTOCK
283,192,561,560,10,RESALABLE,RESTOCK
284,192,562,1728,18,RESALABLE,RESTOCK
285,193,563,805,2,RESALABLE,RESTOCK
286,194,565,1171,96,DAMAGED,SCRAP
287,195,569,733,1,DAMAGED,SCRAP
288,196,570,1499,1,DEFECTIVE,RETURN_TO_SUPPLIER
289,197,575,1609,8,RESALABLE,RESTOCK
290,197,576,1902,24,DAMAGED,SCRAP
291,198,577,1602,1,DAMAGED,SCRAP
292,198,578,1373,9,DAMAGED,SCRAP
293,199,579,2669,12,DAMAGED,SCRAP
294,200,583,224,12,DEFECTIVE,SCRAP
295,201,589,177,4,DEFECTIVE,RETURN_TO_SUPPLIER
296,201,590,1504,1,DEFECTIVE,RETURN_TO_SUPPLIER
297,201,591,459,1,DEFECTIVE,SCRAP
298,202,592,2768,48,DAMAGED,SCRAP
299,203,593,2738,3,RESALABLE,RESTOCK
300,204,594,779,5,RESALABLE,RESTOCK
301,205,599,1555,2,DAMAGED,SCRAP
302,205,600,1303,5,DAMAGED,SCRAP
303,206,603,1479,1,DAMAGED,SCRAP
304,207,605,58,3,DAMAGED,SCRAP
305,207,606,2944,3,DAMAGED,SCRAP
306,207,607,601,24,DAMAGED,SCRAP
307,208,608,2974,5,RESALABLE,RESTOCK
308,209,609,846,1,DAMAGED,SCRAP
309,209,610,368,10,DAMAGED,SCRAP
310,210,611,2720,1,DAMAGED,SCRAP
311,211,614,2021,2,DAMAGED,SCRAP
312,212,616,1353,6,RESALABLE,RESTOCK
313,213,617,1517,8,DAMAGED,SCRAP
314,214,619,1559,4,DAMAGED,SCRAP
315,215,620,1227,1,DAMAGED,SCRAP
316,216,629,876,24,DAMAGED,SCRAP
317,217,632,2954,1,,
318,218,633,409,5,DAMAGED,SCRAP
319,218,634,2846,6,DAMAGED,SCRAP
320,219,635,1380,3,DAMAGED,SCRAP
321,219,636,513,1,DAMAGED,SCRAP
322,220,637,585,1,DAMAGED,SCRAP
323,221,641,2089,5,RESALABLE,RESTOCK
324,221,642,520,2,RESALABLE,RESTOCK
325,222,647,2251,1,DAMAGED,SCRAP
326,223,652,1220,1,RESALABLE,RESTOCK
327,223,653,1371,1,RESALABLE,RESTOCK
328,223,654,1853,6,RESALABLE,RESTOCK
329,224,655,2272,24,DEFECTIVE,SCRAP
330,225,659,1443,9,DEFECTIVE,RETURN_TO_SUPPLIER
331,226,661,1307,2,DAMAGED,SCRAP
332,226,662,2442,2,DAMAGED,SCRAP
333,226,663,520,1,DAMAGED,SCRAP
334,227,665,1691,24,DAMAGED,SCRAP
335,228,666,2837,1,DAMAGED,SCRAP
336,228,667,1912,5,DAMAGED,SCRAP
337,228,668,2638,12,DAMAGED,SCRAP
338,229,670,2766,12,RESALABLE,RESTOCK
339,229,671,1475,2,RESALABLE,RESTOCK
340,230,672,720,20,RESALABLE,RESTOCK
341,231,675,1157,1,DAMAGED,SCRAP
342,231,676,1170,1,DAMAGED,SCRAP
343,232,677,2500,5,RESALABLE,RESTOCK
344,232,678,2661,12,RESALABLE,RESTOCK
345,232,679,1021,6,RESALABLE,RESTOCK
346,233,680,585,1,DAMAGED,SCRAP
347,234,682,1940,15,DAMAGED,SCRAP
348,234,683,1543,24,DAMAGED,SCRAP
349,235,684,3051,10,DAMAGED,SCRAP
350,236,687,3019,20,DEFECTIVE,RETURN_TO_SUPPLIER
351,237,688,710,2,DAMAGED,SCRAP
352,237,689,2474,10,DAMAGED,SCRAP
353,237,690,1911,2,DAMAGED,SCRAP
354,238,693,200,2,DEFECTIVE,RETURN_TO_SUPPLIER
355,239,694,1896,6,DAMAGED,SCRAP
356,239,695,2888,1,DAMAGED,SCRAP
357,240,696,2195,1,DAMAGED,SCRAP
358,240,697,1652,1,DAMAGED,SCRAP
359,240,698,2718,24,DAMAGED,SCRAP
360,241,700,1504,1,DAMAGED,SCRAP
361,241,701,1406,6,DAMAGED,SCRAP
362,242,702,465,1,DAMAGED,SCRAP
363,243,703,2026,2,DAMAGED,SCRAP
364,244,708,480,12,DAMAGED,SCRAP
365,244,709,2838,1,DAMAGED,SCRAP
366,245,711,2902,24,DAMAGED,SCRAP
367,245,712,1165,12,DAMAGED,SCRAP
368,246,713,1946,20,RESALABLE,RESTOCK
369,247,717,2500,6,RESALABLE,RESTOCK
370,248,719,713,1,DAMAGED,SCRAP
371,249,720,1407,6,,
372,250,723,949,12,RESALABLE,RESTOCK
373,250,724,1299,10,RESALABLE,RESTOCK
374,250,725,381,20,RESALABLE,RESTOCK
375,251,726,1156,30,RESALABLE,RESTOCK
376,252,729,3065,5,RESALABLE,RESTOCK
377,253,730,2087,10,DEFECTIVE,RETURN_TO_SUPPLIER
378,253,731,1181,1,DEFECTIVE,RETURN_TO_SUPPLIER
379,253,732,122,3,DEFECTIVE,SCRAP
380,254,733,1318,6,DAMAGED,SCRAP
381,255,738,883,5,DEFECTIVE,RETURN_TO_SUPPLIER
382,256,742,468,48,DAMAGED,SCRAP
383,257,744,2527,4,RESALABLE,RESTOCK
384,257,745,2272,60,DAMAGED,SCRAP
385,258,746,295,2,DAMAGED,SCRAP
386,259,758,2072,10,RESALABLE,RESTOCK
387,259,759,337,5,RESALABLE,RESTOCK
388,259,760,1164,10,DAMAGED,SCRAP
389,260,763,1863,10,DAMAGED,SCRAP
390,261,765,812,6,RESALABLE,RESTOCK
391,262,766,2226,9,DEFECTIVE,SCRAP
392,263,767,2042,1,,
393,264,777,2057,6,DAMAGED,SCRAP
394,264,778,3190,2,DAMAGED,SCRAP
395,265,779,41,2,DEFECTIVE,RETURN_TO_SUPPLIER
396,266,791,2750,12,DAMAGED,SCRAP
397,267,796,790,30,DEFECTIVE,SCRAP
398,268,797,271,1,DEFECTIVE,RETURN_TO_SUPPLIER
399,269,800,365,9,DAMAGED,SCRAP
400,269,801,299,1,DAMAGED,SCRAP
401,270,803,2900,12,RESALABLE,RESTOCK
402,271,804,1440,10,DAMAGED,SCRAP
403,272,805,133,9,DEFECTIVE,RETURN_TO_SUPPLIER
404,273,808,2527,20,DEFECTIVE,RETURN_TO_SUPPLIER
405,274,816,1967,30,DAMAGED,SCRAP
406,275,817,2645,2,RESALABLE,RESTOCK
407,276,826,3131,2,RESALABLE,RESTOCK
408,276,827,2836,1,RESALABLE,RESTOCK
409,277,828,1763,30,RESALABLE,RESTOCK
410,277,829,779,6,RESALABLE,RESTOCK
411,278,830,1539,3,DEFECTIVE,SCRAP
412,279,837,1876,10,DAMAGED,SCRAP
413,280,839,2256,1,DAMAGED,SCRAP
414,281,840,2279,1,DAMAGED,SCRAP
415,282,846,2738,1,DAMAGED,SCRAP
416,282,847,2050,10,DAMAGED,SCRAP
417,283,848,832,2,DAMAGED,SCRAP
418,283,849,535,1,DAMAGED,SCRAP
419,284,851,652,3,DEFECTIVE,RETURN_TO_SUPPLIER
420,285,852,1288,1,DAMAGED,SCRAP
421,285,853,1485,6,DAMAGED,SCRAP
422,286,855,671,24,RESALABLE,RESTOCK
423,287,870,737,12,RESALABLE,RESTOCK
424,287,871,2087,20,RESALABLE,RESTOCK
425,288,872,2536,48,DAMAGED,SCRAP
426,288,873,2888,1,DAMAGED,SCRAP
427,289,895,1937,1,RESALABLE,RESTOCK
428,290,899,2976,2,,
429,290,900,665,48,,
430,290,901,193,6,,
431,291,912,253,5,RESALABLE,RESTOCK
432,291,913,1503,12,RESALABLE,RESTOCK
433,292,917,3141,6,,
434,293,932,174,4,,
435,294,936,3134,10,DAMAGED,SCRAP
